example_input.csv
Day Number,Date,Off-bout Count (DN),Mean Off Duration (DN),Off Dur StDev (DN),Mean Off Temp Drop (DN),Off Drop StDev (DN),Mean Off-Bout Temp (DN),Off-Bout Time Sum (DN),On-bout Count (DN),Mean On Duration (DN),On Dur StDev (DN),Mean On Temp Rise (DN),On Rise StDev (DN),Mean On-Bout Temp (DN),On-Bout Time Sum (DN),Time above 30 (minutes),Time below 26 (minutes),Vertices Dropped (DN),Mean Daytime Egg Temp,Day Egg Temp StDev,Median Daytime Egg Temp,Min Daytime Egg Temp,Max Daytime Egg Temp,Mean Nighttime Egg Temp,Night Egg Temp StDev,Median Nighttime Egg Temp,Min Nighttime Egg Temp,Max Nighttime Egg Temp,Mean Egg Temp (DN),Egg Temp StDev (DN),Median Egg Temp (DN),Min Egg Temp (DN),Max Egg Temp (DN),Mean Air Temp (DN),Air Temp StDev (DN),Min Air Temp (DN),Max Air Temp (DN),
1 (Partial),04/21/2018,25,17.56,13.2,-0.976,0.877,32.235,439.0,29,12.71,10.7,1.234,2.416,32.069,368.5,794.5,18.5,4,32.511,2.275,32.949,18.247,34.783,31.054,0.947,30.672,29.916,32.639,32.101,2.098,32.484,18.247,34.783,25.811,4.266,17.106,30.091,
2 (Full),04/22/2018,46,17.14,14.52,-1.041,1.08,30.834,788.5,52,11.59,8.15,0.924,1.119,30.994,602.5,897.0,0.0,9,31.596,1.602,31.97,27.554,34.255,30.127,1.029,29.765,28.369,32.975,30.923,1.553,30.849,27.554,34.255,19.748,5.036,13.497,27.751,
3 (Full),04/23/2018,49,14.44,12.07,-1.293,1.482,30.767,707.5,56,12.08,7.56,1.106,1.356,31.041,676.5,1255.0,0.0,6,31.123,1.518,31.331,26.231,33.443,30.66,0.358,30.697,29.54,31.484,30.911,1.166,30.798,26.231,33.443,17.342,3.081,12.05,22.106,
4 (Full),04/24/2018,57,12.01,7.58,-1.09,1.362,29.877,684.5,59,11.6,8.01,1.038,1.363,30.145,684.5,711.5,23.5,3,30.416,1.884,30.748,24.388,33.053,29.54,0.986,29.389,27.825,31.765,30.015,1.599,29.966,24.388,33.053,14.127,5.378,6.433,21.294,
5 (Full),04/25/2018,64,10.32,6.89,-0.976,1.447,30.092,660.5,74,9.44,6.42,0.835,1.235,30.347,698.5,834.5,4.5,9,30.555,1.411,30.925,25.428,32.484,29.848,0.642,29.752,28.493,31.103,30.231,1.179,30.243,25.428,32.484,13.094,2.918,8.27,17.011,
6 (Full),04/26/2018,57,11.09,7.31,-1.353,1.507,29.802,632.0,67,10.99,7.31,1.127,1.431,30.081,736.0,695.0,27.0,11,30.242,1.833,30.571,24.171,33.001,29.617,0.86,29.414,26.72,31.612,29.955,1.502,29.916,24.171,33.001,11.557,5.136,4.063,18.461,
7 (Full),04/27/2018,62,10.02,7.52,-1.28,1.603,30.421,621.5,75,9.67,6.74,1.063,1.344,30.588,725.5,780.0,7.5,13,30.865,1.777,31.052,25.016,33.495,30.093,1.172,29.515,28.122,31.996,30.511,1.577,30.495,25.016,33.495,11.675,4.831,4.973,17.938,
8 (Full),04/28/2018,67,9.18,5.08,-1.22,1.518,30.854,615.0,78,9.51,6.16,1.024,1.387,30.918,742.0,1239.5,0.0,10,30.917,1.249,31.255,26.134,32.768,30.863,0.478,30.862,29.59,31.842,30.892,0.975,31.026,26.134,32.768,11.407,2.475,7.569,15.175,
9 (Full),04/29/2018,70,8.92,6.13,-1.107,1.449,30.342,624.5,80,8.99,7.07,0.978,1.289,30.257,719.0,1068.0,3.0,16,29.993,1.287,30.343,25.817,32.458,30.668,0.52,30.596,29.665,32.304,30.302,1.065,30.495,25.817,32.458,11.661,1.444,9.805,14.768,
10 (Full),04/30/2018,84,8.05,5.45,-1.442,1.692,30.749,676.5,92,7.02,4.88,1.293,1.395,30.687,646.0,1098.5,9.5,19,30.078,1.646,30.243,24.484,33.6,31.502,0.771,31.357,29.84,33.626,30.731,1.498,30.976,24.484,33.626,10.037,1.944,7.268,13.473,
--,ALL DATA,581,11.1,8.79,-1.2,1.465,30.547,6449.5,662,9.97,7.19,1.059,1.394,30.636,6599.0,9373.5,93.5,100,30.793,1.799,31.001,18.247,34.783,30.352,1.014,30.469,26.72,33.626,30.596,1.515,30.697,18.247,34.783,14.172,5.698,4.063,30.091,


Individual Bout Stats
Date,Bout Type,Start Time,End Time,Start Data Point,End Data Point,Duration (min),Egg Temp Change,Start Egg Temp,End Egg Temp,Mean Egg Temp,Start Air Temp, End Air Temp, Mean Air Temp
,on,05:31,05:38,5250,5263,6.5,0.12600000000000122,30.596,30.722,30.663,14.649,14.625,14.637,
,off,05:38,05:54,5264,5295,15.5,-0.37900000000000134,30.722,30.343,30.492,14.625,14.625,14.636,
,on,05:54,06:19,5296,5345,24.5,0.5309999999999988,30.343,30.874,30.677,14.649,14.601,14.613,
,off,06:19,06:26,5346,5359,6.5,0.0,30.874,30.874,30.878,14.601,14.601,14.601,
,on,06:26,06:33,5360,5373,6.5,0.07600000000000051,30.874,30.95,30.909,14.601,14.577,14.586,
,off,06:33,06:35,5374,5378,2.0,-0.02499999999999858,30.95,30.925,30.935,14.577,14.577,14.582,
,on,06:36,06:43,5379,5393,7.0,0.10200000000000031,30.95,31.052,30.986,14.577,14.553,14.561,
,off,06:43,06:51,5394,5410,8.0,-0.3550000000000004,31.052,30.697,30.9,14.529,14.505,14.513,
,on,06:52,06:59,5411,5425,7.0,0.17799999999999727,30.722,30.9,30.832,14.505,14.433,14.463,
,off,06:59,07:14,5426,5456,15.0,-0.07599999999999696,30.9,30.824,30.854,14.433,14.361,14.39,
,on,07:15,07:24,5457,5475,9.0,0.3039999999999985,30.824,31.128,30.976,14.337,14.29,14.305,
,off,07:24,07:38,5476,5504,14.0,-4.921999999999997,31.153,26.231,28.664,14.29,14.29,14.381,
,on,07:39,07:49,5505,5526,10.5,3.108999999999998,26.28,29.389,27.689,14.266,14.218,14.205,
,off,07:50,07:58,5527,5543,8.0,-2.2270000000000003,29.265,27.038,28.076,14.218,14.146,14.215,
,on,07:58,08:25,5544,5598,27.0,3.8640000000000008,27.112,30.976,29.555,14.122,13.978,14.022,
,off,08:26,08:31,5599,5609,5.0,-0.05000000000000071,30.95,30.9,30.923,13.978,14.002,13.987,
,on,08:31,08:37,5610,5622,6.0,0.2530000000000001,30.9,31.153,31.013,14.002,14.026,14.037,
,off,08:38,08:47,5623,5642,9.5,-2.7590000000000003,31.153,28.394,29.791,14.026,14.146,14.145,
,on,08:48,09:04,5643,5676,16.5,2.1260000000000012,28.394,30.52,29.551,14.146,14.337,14.207,
,off,09:05,09:18,5677,5704,13.5,-4.120000000000001,30.571,26.451,28.56,14.337,14.649,14.546,
,on,09:19,09:37,5705,5742,18.5,4.221999999999998,26.475,30.697,28.983,14.649,15.127,14.82,
,off,09:38,09:42,5743,5752,4.5,-0.6310000000000002,30.672,30.041,30.318,15.151,15.199,15.197,
,on,09:43,09:56,5753,5779,13.0,1.3670000000000009,30.041,31.408,30.796,15.223,15.796,15.46,
,off,09:56,10:10,5780,5808,14.0,-4.198,31.408,27.21,29.382,15.819,16.201,16.036,
,on,10:11,10:25,5809,5837,14.0,3.6140000000000008,27.21,30.824,29.235,16.225,16.392,16.315,
,off,10:25,10:28,5838,5844,3.0,-0.05099999999999838,30.773,30.722,30.729,16.392,16.415,16.405,
,on,10:29,10:51,5845,5889,22.0,1.2479999999999976,30.722,31.97,31.38,16.415,16.677,16.617,
,off,10:51,10:57,5890,5902,6.0,-0.20400000000000063,31.944,31.74,31.842,16.725,16.844,16.791,
,on,10:58,11:05,5903,5918,7.5,0.1789999999999985,31.765,31.944,31.882,16.868,17.249,17.021,
,off,11:06,11:13,5919,5934,7.5,-1.323999999999998,31.97,30.646,31.267,17.296,17.962,17.662,
,on,11:14,11:35,5935,5977,21.0,1.6829999999999963,30.672,32.355,31.641,17.986,19.175,18.559,
,off,11:35,11:51,5978,6010,16.0,-3.039999999999999,32.33,29.29,31.102,19.199,19.888,19.527,
,on,11:52,12:08,6011,6044,16.5,3.0399999999999956,29.315,32.355,31.169,19.936,21.175,20.604,
,off,12:09,12:20,6045,6067,11.0,-2.238999999999997,32.33,30.091,31.26,21.175,20.889,21.199,
,on,12:20,12:47,6068,6122,27.0,2.8850000000000016,30.142,33.027,32.054,20.913,21.079,21.15,
,off,12:48,13:07,6123,6161,19.0,-4.111999999999998,33.053,28.941,31.124,21.079,21.175,21.166,
,on,13:07,13:32,6162,6212,25.0,4.141000000000002,28.99,33.131,31.706,21.199,21.485,21.371,
,off,13:33,13:42,6213,6231,9.0,-1.5949999999999953,33.105,31.51,32.344,21.533,21.485,21.486,
,on,13:42,14:00,6232,6268,18.0,0.9230000000000018,31.561,32.484,32.099,21.509,21.461,21.433,
,on,14:03,14:07,6273,6282,4.5,0.1810000000000045,32.458,32.639,32.559,21.557,21.676,21.631,
,on,14:09,14:11,6286,6289,1.5,0.07800000000000296,32.613,32.691,32.652,21.772,21.795,21.789,
,off,14:11,14:20,6290,6308,9.0,-1.8169999999999966,32.742,30.925,31.909,21.819,21.843,21.851,
,on,14:21,14:46,6309,6360,25.5,2.4929999999999986,30.95,33.443,32.715,21.843,21.581,21.821,
,off,14:47,15:05,6361,6397,18.0,-3.5770000000000017,33.417,29.84,31.903,21.557,21.533,21.628,
,on,15:05,15:21,6398,6430,16.0,3.033999999999999,29.89,32.924,31.765,21.533,21.652,21.558,
,off,15:22,15:25,6431,6437,3.0,-0.07699999999999818,32.949,32.872,32.905,21.676,21.772,21.727,
,on,15:25,15:32,6438,6452,7.0,0.10300000000000153,32.872,32.975,32.93,21.795,21.795,21.832,
,on,15:33,15:38,6454,6464,5.0,0.23400000000000176,32.975,33.209,33.074,21.795,21.7,21.748,
,off,15:39,15:56,6465,6500,17.5,-4.044000000000004,33.209,29.165,31.197,21.724,21.963,21.907,
,on,15:57,16:17,6501,6542,20.5,4.0710000000000015,29.19,33.261,31.655,21.963,21.891,21.873,
,off,16:18,16:26,6543,6559,8.0,-1.6739999999999995,33.235,31.561,32.384,21.891,22.082,22.001,
,on,16:26,16:46,6560,6600,20.0,1.6739999999999995,31.561,33.235,32.606,22.082,21.7,21.945,
,off,16:47,16:49,6601,6605,2.0,-0.02599999999999625,33.235,33.209,33.214,21.7,21.724,21.714,
,on,16:49,16:53,6606,6613,3.5,0.0519999999999996,33.209,33.261,33.238,21.724,21.724,21.727,
,off,16:53,17:19,6614,6665,25.5,-3.9710000000000036,33.261,29.29,31.644,21.724,21.939,21.881,
,on,17:19,17:38,6666,6704,19.0,3.5569999999999986,29.315,32.872,31.367,21.939,21.724,21.819,
,off,17:39,17:49,6705,6725,10.0,-1.6929999999999978,32.846,31.153,32.008,21.748,21.676,21.742,
,on,17:49,18:06,6726,6760,17.0,1.2280000000000015,31.153,32.381,31.93,21.652,21.27,21.454,
,off,18:07,18:12,6761,6771,5.0,-0.1280000000000001,32.381,32.253,32.297,21.27,21.199,21.255,
,on,18:12,18:14,6772,6776,2.0,0.07699999999999818,32.253,32.33,32.299,21.175,21.079,21.122,
,off,18:15,18:37,6777,6822,22.5,-3.5879999999999974,32.33,28.742,31.006,21.079,20.77,20.993,
,on,18:38,18:51,6823,6850,13.5,3.2049999999999983,28.791,31.996,30.591,20.746,20.531,20.652,
,off,18:52,18:58,6851,6864,6.5,-0.0259999999999998,31.996,31.97,31.99,20.555,20.436,20.443,
,on,18:59,19:04,6865,6876,5.5,0.1789999999999985,31.996,32.175,32.092,20.412,20.365,20.388,
,on,19:07,19:09,6881,6886,2.5,0.07800000000000296,32.175,32.253,32.21,20.222,20.174,20.198,
,off,19:10,19:22,6887,6912,12.5,-2.713000000000001,32.253,29.54,30.923,20.174,19.841,20.08,
,on,19:23,19:38,6913,6943,15.0,2.0219999999999985,29.59,31.612,30.795,19.841,19.508,19.699,
,off,19:38,19:46,6944,6960,8.0,-1.6459999999999972,31.612,29.966,30.776,19.508,19.413,19.505,
,on,19:47,20:07,6961,7001,20.0,1.493000000000002,29.991,31.484,30.86,19.413,18.747,19.08,
,off,20:07,20:21,7002,7030,14.0,-0.48300000000000054,31.484,31.001,31.246,18.747,18.343,18.534,
,on,20:22,20:30,7031,7048,8.5,0.2029999999999994,31.001,31.204,31.117,18.319,18.033,18.175,
,off,20:31,20:41,7049,7070,10.5,-0.1269999999999989,31.204,31.077,31.173,18.033,17.748,17.872,
,on,20:42,20:49,7071,7085,7.0,0.1269999999999989,31.077,31.204,31.143,17.724,17.486,17.607,
,off,20:49,21:04,7086,7116,15.0,-0.4059999999999988,31.23,30.824,31.003,17.486,17.034,17.274,
,on,21:05,21:08,7117,7124,3.5,0.07599999999999696,30.824,30.9,30.865,17.034,16.915,16.972,
,off,21:09,21:25,7125,7157,16.0,-0.07600000000000051,30.925,30.849,30.845,16.915,16.415,16.672,
,on,21:25,21:28,7158,7163,2.5,0.05099999999999838,30.849,30.9,30.87,16.415,16.32,16.372,
,off,21:28,21:51,7164,7210,23.0,-0.6319999999999979,30.9,30.268,30.629,16.32,15.533,15.921,
,on,21:52,22:06,7211,7239,14.0,0.3279999999999994,30.293,30.621,30.474,15.509,15.055,15.28,
,off,22:06,22:34,7240,7295,27.5,-0.352999999999998,30.621,30.268,30.484,15.031,14.218,14.626,
,on,22:34,22:37,7296,7302,3.0,0.02499999999999858,30.268,30.293,30.279,14.194,14.098,14.146,
,off,22:38,23:06,7303,7359,28.0,-0.3520000000000003,30.293,29.941,30.187,14.074,13.305,13.702,
,on,23:06,23:18,7360,7383,11.5,0.2759999999999998,29.916,30.192,30.081,13.305,12.992,13.152,
,off,23:18,23:52,7384,7451,33.5,-0.652000000000001,30.192,29.54,29.922,12.992,12.195,12.591,
,on,23:52,00:04,7452,7475,11.5,0.27500000000000213,29.54,29.815,29.702,12.171,11.929,12.066,
04/24/2018,off,00:04,00:07,7476,7482,3.0,-0.14999999999999858,29.84,29.69,29.751,11.904,11.88,11.894,
,on,00:08,00:10,7483,7488,2.5,0.05000000000000071,29.715,29.765,29.748,11.88,11.807,11.848,
,off,00:11,00:23,7489,7514,12.5,-0.37599999999999767,29.79,29.414,29.584,11.807,11.54,11.67,
,on,00:24,00:27,7515,7521,3.0,0.04999999999999716,29.414,29.464,29.446,11.54,11.467,11.509,
,off,00:27,00:38,7522,7543,10.5,0.05000000000000071,29.49,29.54,29.505,11.467,11.273,11.377,
,on,00:38,00:43,7544,7553,4.5,0.07499999999999929,29.54,29.615,29.578,11.248,11.175,11.209,
,off,00:43,00:53,7554,7573,9.5,-0.27500000000000213,29.64,29.365,29.481,11.151,11.005,11.086,
,on,00:53,01:01,7574,7589,7.5,0.10099999999999909,29.389,29.49,29.436,10.98,10.883,10.935,
,off,01:01,01:08,7590,7604,7.0,-0.47499999999999787,29.49,29.015,29.257,10.883,10.761,10.816,
,on,01:09,01:27,7605,7641,18.0,0.5,29.04,29.54,29.351,10.761,10.443,10.601,
,off,01:27,01:49,7642,7686,22.0,-0.25,29.54,29.29,29.441,10.443,10.1,10.277,
,on,01:50,01:54,7687,7695,4.0,0.05000000000000071,29.29,29.34,29.318,10.1,10.051,10.075,
,on,01:55,02:01,7697,7710,6.5,0.0990000000000002,29.34,29.439,29.389,10.051,9.928,9.984,
,off,02:02,02:24,7711,7756,22.5,-0.5229999999999997,29.439,28.916,29.148,9.928,9.632,9.78,
,on,02:25,02:38,7757,7784,13.5,0.37400000000000233,28.941,29.315,29.141,9.608,9.361,9.488,
,off,02:39,02:48,7785,7803,9.0,-0.2749999999999986,29.34,29.065,29.191,9.361,9.262,9.322,
,on,02:48,02:57,7804,7821,8.5,0.17499999999999716,29.065,29.24,29.157,9.262,9.114,9.206,
,off,02:57,03:10,7822,7847,12.5,-0.1999999999999993,29.24,29.04,29.064,9.114,8.965,9.036,
,on,03:10,03:14,7848,7855,3.5,0.15000000000000213,29.04,29.19,29.099,8.965,8.965,8.965,
,off,03:14,03:24,7856,7876,10.0,-0.29900000000000304,29.19,28.891,29.012,8.941,8.841,8.897,
,on,03:25,03:30,7877,7887,5.0,0.07400000000000162,28.891,28.965,28.932,8.817,8.767,8.79,
,off,03:30,03:50,7888,7928,20.0,-0.4220000000000006,28.965,28.543,28.754,8.767,8.543,8.653,
,on,03:51,03:53,7929,7933,2.0,0.0990000000000002,28.543,28.642,28.583,8.543,8.519,8.533,
,off,03:53,04:05,7934,7957,11.5,-0.3719999999999999,28.642,28.27,28.402,8.519,8.369,8.454,
,on,04:05,04:15,7958,7977,9.5,0.6459999999999972,28.245,28.891,28.598,8.394,8.27,8.342,
,off,04:15,04:29,7978,8006,14.0,-0.4969999999999999,28.891,28.394,28.742,8.27,8.07,8.171,
,on,04:30,04:34,8007,8016,4.5,0.0990000000000002,28.394,28.493,28.463,8.07,8.02,8.055,
,off,04:35,04:57,8017,8061,22.0,-0.6679999999999993,28.493,27.825,28.24,8.02,7.77,7.897,
,on,04:57,05:19,8062,8106,22.0,1.0410000000000004,27.825,28.866,28.543,7.77,7.519,7.664,
,off,05:20,05:41,8107,8149,21.0,-0.4720000000000013,28.866,28.394,28.509,7.519,7.268,7.4,
,on,05:41,05:49,8150,8166,8.0,0.1739999999999995,28.419,28.593,28.517,7.268,7.167,7.211,
,off,05:50,06:19,8167,8225,29.0,-0.4220000000000006,28.593,28.171,28.375,7.167,6.94,7.031,
,on,06:19,06:30,8226,8247,10.5,0.2729999999999997,28.171,28.444,28.32,6.914,6.763,6.835,
,off,06:30,06:37,8248,8261,6.5,-0.14899999999999736,28.444,28.295,28.373,6.737,6.737,6.756,
,on,06:37,06:44,8262,8276,7.0,0.14899999999999736,28.295,28.444,28.364,6.712,6.661,6.678,
,off,06:45,06:52,8277,8292,7.5,-0.1490000000000009,28.419,28.27,28.372,6.661,6.611,6.634,
,on,06:53,06:59,8293,8306,6.5,0.12399999999999878,28.295,28.419,28.357,6.611,6.56,6.584,
,off,07:00,07:07,8307,8322,7.5,-0.3719999999999999,28.444,28.072,28.199,6.56,6.484,6.524,
,on,07:08,07:10,8323,8328,2.5,0.1980000000000004,28.072,28.27,28.18,6.484,6.509,6.501,
,off,07:11,07:13,8329,8334,2.5,-0.07400000000000162,28.245,28.171,28.192,6.509,6.484,6.501,
,on,07:14,07:21,8335,8350,7.5,0.3719999999999999,28.171,28.543,28.399,6.484,6.433,6.453,
,off,07:22,07:32,8351,8372,10.5,-4.154999999999998,28.543,24.388,26.469,6.433,6.509,6.588,
,on,07:33,07:56,8373,8419,23.0,4.129999999999999,24.388,28.518,26.79,6.509,6.509,6.475,
,off,07:56,08:03,8420,8434,7.0,-0.19799999999999685,28.493,28.295,28.394,6.509,6.509,6.506,
,on,08:04,08:21,8435,8469,17.0,1.0199999999999996,28.295,29.315,28.751,6.509,6.611,6.588,
,off,08:21,08:33,8470,8494,12.0,-3.3520000000000003,29.315,25.963,27.835,6.636,7.015,6.886,
,on,08:34,08:52,8495,8531,18.0,2.6060000000000016,25.987,28.593,27.572,7.041,7.419,7.192,
,off,08:52,08:54,8532,8536,2.0,0.0,28.593,28.593,28.588,7.419,7.419,7.419,
,on,08:55,09:07,8537,8562,12.5,0.6969999999999992,28.593,29.29,28.997,7.444,7.87,7.628,
,off,09:08,09:10,8563,8568,2.5,-0.02500000000000213,29.265,29.24,29.252,7.87,7.995,7.932,
,on,09:11,09:14,8569,8575,3.0,0.05000000000000071,29.24,29.29,29.272,8.02,8.17,8.099,
,off,09:14,09:25,8576,8598,11.0,-4.153000000000002,29.315,25.162,27.247,8.195,8.817,8.598,
,on,09:26,09:58,8599,8663,32.0,4.756,25.21,29.966,28.575,8.817,10.761,9.678,
,off,09:58,10:14,8664,8695,15.5,-4.295000000000002,29.966,25.671,28.104,10.785,11.953,11.437,
,on,10:14,10:41,8696,8749,26.5,4.547999999999998,25.695,30.243,28.662,11.977,13.353,12.632,
,off,10:41,10:45,8750,8757,3.5,-0.10099999999999909,30.243,30.142,30.173,13.377,13.497,13.449,
,on,10:45,10:58,8758,8783,12.5,0.5800000000000018,30.142,30.722,30.463,13.522,14.098,13.79,
,off,10:58,11:09,8784,8806,11.0,-2.8979999999999997,30.748,27.85,29.315,14.122,15.079,14.614,
,on,11:10,11:28,8807,8843,18.0,2.8989999999999974,27.899,30.798,29.684,15.103,16.201,15.628,
,off,11:28,11:32,8844,8851,3.5,-0.20199999999999818,30.773,30.571,30.647,16.249,16.463,16.359,
,on,11:32,11:35,8852,8857,2.5,0.10099999999999909,30.545,30.646,30.617,16.511,16.654,16.582,
,off,11:35,11:38,8858,8864,3.0,-0.1769999999999996,30.646,30.469,30.563,16.701,16.82,16.776,
,on,11:39,11:49,8865,8885,10.0,0.6589999999999989,30.52,31.179,30.893,16.82,17.296,17.02,
,off,11:49,12:01,8886,8910,12.0,-2.3379999999999974,31.179,28.841,30.053,17.368,18.105,17.78,
,on,12:02,12:35,8911,8977,33.0,3.5150000000000006,28.866,32.381,31.136,18.129,19.508,18.877,
,off,12:35,12:47,8978,9002,12.0,-2.189,32.381,30.192,31.391,19.532,20.126,19.842,
,on,12:48,13:12,9003,9052,24.5,2.2659999999999982,30.192,32.458,31.675,20.126,20.126,20.139,
,off,13:13,13:28,9053,9084,15.5,-3.543000000000003,32.484,28.941,30.803,20.079,20.222,20.19,
,on,13:29,13:51,9085,9130,22.5,3.134000000000004,28.99,32.124,30.98,20.222,20.174,20.221,
,off,13:52,14:01,9131,9149,9.0,-1.4019999999999975,32.15,30.748,31.437,20.198,20.317,20.313,
,on,14:01,14:19,9150,9185,17.5,1.1709999999999994,30.748,31.919,31.469,20.317,20.555,20.399,
,off,14:19,14:23,9186,9194,4.0,-0.07700000000000173,31.919,31.842,31.882,20.555,20.627,20.6,
,on,14:24,14:33,9195,9214,9.5,0.5909999999999975,31.816,32.407,32.104,20.65,20.507,20.588,
,off,14:34,14:39,9215,9226,5.5,-0.12899999999999778,32.407,32.278,32.33,20.507,20.507,20.519,
,on,14:40,14:48,9227,9244,8.5,0.20600000000000307,32.278,32.484,32.355,20.507,20.365,20.506,
,off,14:49,14:54,9245,9255,5.0,-0.1290000000000049,32.484,32.355,32.4,20.365,20.412,20.416,
,on,14:54,15:02,9256,9271,7.5,0.3360000000000056,32.355,32.691,32.508,20.412,20.365,20.375,
,off,15:02,15:18,9272,9303,15.5,-3.5269999999999975,32.717,29.19,31.03,20.365,20.246,20.312,
,on,15:18,15:41,9304,9349,22.5,3.6309999999999967,29.215,32.846,31.63,20.269,20.531,20.406,
,off,15:41,15:56,9350,9379,14.5,-3.6069999999999993,32.872,29.265,31.133,20.555,20.579,20.573,
,on,15:56,16:21,9380,9430,25.0,3.737999999999996,29.315,33.053,31.731,20.579,20.913,20.706,
,off,16:22,16:34,9431,9455,12.0,-2.7099999999999973,33.053,30.343,31.728,20.913,20.936,20.989,
,on,16:34,16:53,9456,9493,18.5,2.3999999999999986,30.394,32.794,31.878,20.936,21.079,20.968,
,off,16:53,17:05,9494,9517,11.5,-0.46399999999999864,32.794,32.33,32.503,21.079,21.175,21.125,
,on,17:05,17:11,9518,9530,6.0,0.1290000000000049,32.355,32.484,32.431,21.175,21.175,21.19,
,on,17:14,17:27,9535,9561,13.0,0.5429999999999993,32.484,33.027,32.776,21.175,21.151,21.152,
,off,17:27,17:44,9562,9595,16.5,-3.987000000000002,33.027,29.04,31.037,21.175,21.175,21.231,
,on,17:44,18:08,9596,9643,23.5,3.730999999999998,29.115,32.846,31.558,21.175,21.032,21.063,
,off,18:08,18:24,9644,9675,15.5,-3.1309999999999967,32.846,29.715,31.376,21.056,20.889,20.987,
,on,18:24,18:32,9676,9691,7.5,1.3879999999999981,29.765,31.153,30.48,20.889,20.889,20.864,
,off,18:32,18:38,9692,9704,6.0,-0.7089999999999996,31.128,30.419,30.803,20.889,20.77,20.812,
,on,18:39,18:53,9705,9733,14.0,1.8859999999999957,30.469,32.355,31.597,20.746,20.412,20.596,
,off,18:53,19:01,9734,9750,8.0,-1.4810000000000016,32.381,30.9,31.645,20.412,20.341,20.401,
,on,19:02,19:17,9751,9781,15.0,1.5079999999999991,30.925,32.433,31.875,20.317,19.984,20.144,
,off,19:17,19:35,9782,9817,17.5,-2.843,32.433,29.59,31.428,19.984,19.651,19.886,
,on,19:35,19:56,9818,9859,20.5,2.5599999999999987,29.615,32.175,31.083,19.627,19.199,19.44,
,off,19:56,20:05,9860,9878,9.0,-0.7419999999999973,32.175,31.433,31.706,19.199,19.032,19.152,
,on,20:06,20:14,9879,9895,8.0,0.1280000000000001,31.433,31.561,31.501,19.032,18.818,18.915,
,off,20:14,20:52,9896,9971,37.5,-0.5350000000000001,31.561,31.026,31.326,18.794,17.748,18.291,
,on,20:52,20:58,9972,9983,5.5,0.10099999999999909,31.052,31.153,31.098,17.724,17.558,17.645,
,on,21:00,21:07,9988,10002,7.0,0.15300000000000225,31.153,31.306,31.24,17.486,17.249,17.371,
,off,21:08,21:15,10003,10017,7.0,-0.33000000000000185,31.306,30.976,31.154,17.225,16.987,17.107,
,on,21:15,21:18,10018,10023,2.5,0.05099999999999838,31.001,31.052,31.026,16.963,16.844,16.903,
,off,21:18,21:54,10024,10095,35.5,-0.7089999999999996,31.052,30.343,30.774,16.844,15.629,16.219,
,on,21:54,22:04,10096,10116,10.0,0.22800000000000153,30.343,30.571,30.468,15.605,15.27,15.45,
,off,22:05,22:22,10117,10151,17.0,-0.35400000000000276,30.571,30.217,30.428,15.27,14.697,14.982,
,on,22:22,22:31,10152,10169,8.5,0.2270000000000003,30.217,30.444,30.331,14.673,14.409,14.541,
,off,22:31,22:51,10170,10209,19.5,-0.22600000000000264,30.469,30.243,30.386,14.409,13.762,14.089,
,on,22:51,22:54,10210,10216,3.0,0.05000000000000071,30.243,30.293,30.268,13.738,13.642,13.673,
,off,22:55,23:08,10217,10243,13.0,-0.4280000000000008,30.293,29.865,30.066,13.618,13.305,13.487,
,on,23:08,23:19,10244,10266,11.0,0.5289999999999999,29.865,30.394,30.165,13.281,12.992,13.138,
,off,23:20,23:31,10267,10290,11.5,-0.3279999999999994,30.394,30.066,30.215,12.968,12.727,12.833,
,on,23:32,23:39,10291,10305,7.0,0.07600000000000051,30.066,30.142,30.107,12.703,12.582,12.64,
,off,23:39,23:50,10306,10327,10.5,-0.2519999999999989,30.142,29.89,30.058,12.558,12.437,12.49,
,on,23:50,23:52,10328,10332,2.0,0.05099999999999838,29.89,29.941,29.911,12.437,12.364,12.398,
,off,23:53,23:55,10333,10338,2.5,-0.05099999999999838,29.941,29.89,29.907,12.364,12.316,12.336,
,on,23:56,00:09,10339,10365,13.0,0.3019999999999996,29.89,30.192,30.064,12.292,12.098,12.191,
04/25/2018,off,00:09,00:24,10366,10396,15.0,-0.3769999999999989,30.192,29.815,30.057,12.074,11.904,11.996,
,on,00:25,00:39,10397,10426,14.5,0.2510000000000012,29.84,30.091,29.967,11.904,11.613,11.755,
,off,00:40,00:51,10427,10449,11.0,-0.4510000000000005,30.091,29.64,29.81,11.613,11.516,11.555,
,on,00:51,00:56,10450,10460,5.0,0.09999999999999787,29.64,29.74,29.695,11.516,11.419,11.461,
,off,00:57,01:20,10461,10507,23.0,-0.3509999999999991,29.74,29.389,29.551,11.419,11.127,11.278,
,on,01:20,01:23,10508,10514,3.0,0.10099999999999909,29.389,29.49,29.436,11.127,11.078,11.092,
,off,01:24,01:26,10515,10520,2.5,-0.07499999999999929,29.464,29.389,29.422,11.078,11.078,11.074,
,on,01:27,01:33,10521,10534,6.5,0.2759999999999998,29.389,29.665,29.524,11.078,10.956,11.012,
,off,01:34,01:45,10535,10557,11.0,-0.22600000000000264,29.69,29.464,29.53,10.956,10.834,10.895,
,on,01:45,01:49,10558,10566,4.0,0.12600000000000122,29.439,29.565,29.512,10.834,10.761,10.788,
